system_id,master_seed,anomaly_class,label_has_flares,label_has_transit,star_mass,star_teff,star_logg,flare_amplitude,transit_period,transit_radius_earth
sys_0032,9575691,0,0,0,1.1859375,6343.663407160753,4.144988828787003,0.0,0.0,0.0
sys_0033,9061387,0,0,0,0.978515625,5857.666444457239,4.2592672826474205,0.0,0.0,0.0
sys_0034,3940079,2,0,1,0.9609375,5641.303270616443,4.504221931710696,0.0,12.102145290566344,5.29434664659011
sys_0035,1818565,1,1,0,1.1765625,6117.777847167816,4.065000587956989,2764.5160162843267,0.0,0.0
sys_0036,6266999,2,0,1,0.997265625,5970.376942236483,4.225191270618754,0.0,61.349922786701505,0.5465310226268345
sys_0037,3845305,0,0,0,1.096875,6369.85762188248,4.253815745233824,0.0,0.0,0.0
sys_0038,5951260,3,1,1,1.044140625,5894.114457949078,4.338155384797338,6742.192634278661,7.861138039464333,0.13787929793837642
sys_0039,9836127,2,0,1,1.13671875,6267.675732026459,4.441802292991314,0.0,8.013741778164794,1.2701980936474957
sys_0040,4368568,1,1,0,0.95625,5797.357679275196,4.416721436457699,7123.8873199104955,0.0,0.0
sys_0041,2397120,2,0,1,1.18828125,6172.961752126451,4.363638840551183,0.0,3.032193955964734,2.0127813276507482
sys_0042,1065875,3,1,1,0.97265625,5962.35641891301,4.399819107056074,8163.283046960254,7.906007251073584,0.9151571219273492
sys_0043,7973935,0,0,0,0.9046875,5437.906175831334,4.485664618527446,0.0,0.0,0.0
sys_0044,4179625,1,1,0,1.06171875,6098.429942707911,4.226522865058536,1117.4754150014478,0.0,0.0
sys_0045,5103002,3,1,1,0.92109375,5528.799824950162,4.571025530355833,14873.046276809126,11.422230694538442,0.4648488058803421
sys_0046,9023874,0,0,0,0.9187500000000001,5742.4158496253895,4.320520956235337,0.0,0.0,0.0
sys_0047,6042509,0,0,0,0.95625,5836.134176656165,4.295285466431089,0.0,0.0,0.0
sys_0048,4193545,2,0,1,0.9070312500000001,5373.732666131976,4.583713177878255,0.0,73.01934003271488,1.3206326874755303
sys_0049,9829546,2,0,1,1.156640625,6076.623364873835,4.181065471112367,0.0,61.80695293454862,0.27563514201324596
sys_0050,6315349,3,1,1,1.18828125,6107.79568654282,4.183220223272071,2586.470120649357,20.087552606230084,0.7684067420784725
sys_0051,2892617,2,0,1,1.00078125,5863.269559786864,4.259287542973586,0.0,6.80432681062881,4.568242593362759
sys_0052,8758101,1,1,0,1.194140625,6606.883800190749,4.2764076285883,15703.74834481432,0.0,0.0
sys_0053,7514644,2,0,1,0.95859375,5608.679435462266,4.52248848323994,0.0,16.0293386615021,2.607685263436258
sys_0054,1215176,2,0,1,1.1906249999999998,6094.874478618298,4.215253860270818,0.0,23.150494215003757,0.4610252723357418
sys_0055,9292860,0,0,0,1.1296875,4572.022878161783,4.162846780447427,0.0,0.0,0.0
sys_0056,4580512,0,0,0,1.05,4323.997481450268,4.110185914693645,0.0,0.0,0.0
sys_0057,4273121,1,1,0,0.90234375,5613.646365082989,4.463135499567212,3786.85210939184,0.0,0.0
sys_0058,7391939,1,1,0,1.081640625,6128.617436262274,4.298045253750503,4204.155510918881,0.0,0.0
sys_0059,1325484,2,0,1,1.081640625,6101.710800348521,4.391856974794671,0.0,20.20498273667029,1.994772477869478
sys_0060,4313615,3,1,1,1.08984375,5879.238031603529,4.460135167003993,905.495577609571,87.22273591654024,6.368709534886377
sys_0061,2581216,3,1,1,0.984375,5879.578657498243,4.459004509781521,8614.382841625029,6.267520685938779,1.027945850211523
sys_0062,5824108,3,1,1,1.18359375,6582.893834060988,4.242839346188753,5488.37788214807,20.014965920089935,0.7346214545473142
sys_0063,5081656,2,0,1,1.134375,4466.167557946352,3.8045945589482706,0.0,2.287338895964365,1.6626397231206154
sys_0064,3180944,1,1,0,1.034765625,5805.723705577553,4.4802206076303195,963.4687025616659,0.0,0.0
sys_0065,3549864,1,1,0,1.03125,6106.936403301146,4.450403658835167,11611.58523572706,0.0,0.0
sys_0066,2071479,1,1,0,1.11328125,6149.880858625736,4.401229250797654,570.3959031459364,0.0,0.0
sys_0067,3234092,1,1,0,1.081640625,5960.10219118726,4.055721148478879,3313.5317867398494,0.0,0.0
sys_0068,8334673,1,1,0,0.978515625,5865.464116200599,4.3467858854230395,8832.118135135084,0.0,0.0
sys_0069,1807635,3,1,1,1.03125,6155.3115370226915,4.219172618983031,1360.720565593443,8.906592091733655,5.054777577018479
sys_0070,9188027,1,1,0,0.9328125,5927.565127607341,4.311168541040151,8566.934600790917,0.0,0.0
sys_0071,7765653,2,0,1,1.1847656249999998,6268.653421230299,4.133736791252357,0.0,25.058147839494506,0.617645314154693
sys_0072,4189718,3,1,1,1.17421875,6225.553068595646,4.239484727177292,19530.55984879274,4.730622942190161,4.652419464765781
sys_0073,1405933,0,0,0,0.97265625,5846.861234200431,4.505558470531401,0.0,0.0,0.0
sys_0074,4077816,2,0,1,1.1765625,6122.822949326426,4.069400557410865,0.0,4.839676801240384,0.20938155566333538
sys_0075,5573941,2,0,1,1.10859375,6233.344356911386,4.274939329720151,0.0,9.404658023776086,11.072929265178239
sys_0076,6318780,2,0,1,1.17421875,6231.462107333422,4.2436024562322405,0.0,3.6562585023182876,1.4301336617908342
sys_0077,1477642,1,1,0,0.9375,4172.930844910032,4.324706876669436,1186.8672644768899,0.0,0.0
sys_0078,9415498,2,0,1,1.1953125,6500.342756396791,4.386055295998501,0.0,70.51534002643125,1.5946282152008004
sys_0079,3385316,0,0,0,0.94453125,4348.090100034414,3.4924106740105545,0.0,0.0,0.0
sys_0080,9490577,1,1,0,1.0734375,5963.084737555208,4.44895201562787,3103.8767972234723,0.0,0.0
sys_0081,2250396,3,1,1,1.1203125,5502.47098349651,4.281650468836014,1916.552377415664,3.141578377916418,1.2788704547823055
sys_0082,9136290,1,1,0,1.17421875,6258.455424448968,4.2691766734587935,5567.240488532077,0.0,0.0
sys_0083,1045857,1,1,0,1.021875,5852.255322366315,4.470692375204205,2975.089459736849,0.0,0.0
sys_0084,9033855,1,1,0,1.06640625,5996.272803064878,4.251672977872194,10811.154818606528,0.0,0.0
sys_0085,6636370,2,0,1,1.17421875,4736.664665106148,4.2537235150434505,0.0,2.48435689488761,17.249834430705185
sys_0086,8806802,1,1,0,1.044140625,5425.408822718534,4.372917946467756,2303.0707974739744,0.0,0.0
sys_0087,8748918,0,0,0,1.18359375,6516.3520593136345,4.195408345537566,0.0,0.0,0.0
sys_0088,2318327,2,0,1,1.1015625,5909.404699523194,4.37822086521588,0.0,3.0587131723411405,1.4659065927609303
sys_0089,1369310,1,1,0,1.021875,5874.6123594267365,4.453414487250557,9885.476517910489,0.0,0.0
sys_0090,4648809,3,1,1,0.903515625,5212.9441041671425,4.570226806747726,1037.552824492363,14.187067779861156,1.41690760939569
sys_0091,2129911,0,0,0,1.18828125,6172.237723934776,4.364977442213594,0.0,0.0,0.0
sys_0092,6747393,0,0,0,0.9609375,5327.721140686668,4.409405291823049,0.0,0.0,0.0
sys_0093,7240384,2,0,1,1.156640625,6082.158612726452,4.415938328836434,0.0,13.44892505437606,1.4385777153816743
sys_0094,3224334,0,0,0,1.1859375,6418.668462234556,4.105339404649798,0.0,0.0,0.0
sys_0095,3638333,0,0,0,1.1906249999999998,6150.71484208062,4.246828354894533,0.0,0.0,0.0
sys_0096,6693937,2,0,1,1.1906249999999998,6169.596842475016,4.261852587700254,0.0,55.48370459433775,1.896571749361319
sys_0097,4435656,2,0,1,1.1953125,6490.15454088427,4.222194543275009,0.0,9.707744789479243,5.268783709693705
sys_0098,1990399,1,1,0,1.16953125,6286.5700427931,4.420765065469789,11734.037451049364,0.0,0.0
sys_0099,4606335,0,0,0,0.9187500000000001,5623.457853407208,4.486238152038177,0.0,0.0,0.0
sys_0100,3908873,3,1,1,0.94921875,5827.293394040745,4.503750038603087,15123.93634286734,33.04071459415714,10.764023944789765
sys_0101,1922188,2,0,1,0.9187500000000001,5739.593512637649,4.291354360026729,0.0,4.007538623565648,1.27369525013241
sys_0102,8889989,3,1,1,0.928125,5538.52902106304,4.429377473644989,2709.460622923311,41.360270165086895,2.769596187519312
sys_0103,5297073,3,1,1,1.08515625,6279.1643902971655,4.357600749813927,3550.368165051577,94.36518507586305,0.6608190465468475
sys_0104,5395038,0,0,0,1.08515625,4567.828987430129,3.4819572656360886,0.0,0.0,0.0
sys_0105,1929183,0,0,0,1.156640625,6073.1734617544535,4.4244826797374825,0.0,0.0,0.0
sys_0106,7243737,3,1,1,1.081640625,5673.19206874028,4.3060120225042215,12323.618561524161,4.239538203643196,2.0757349221179013
sys_0107,2379913,2,0,1,0.95859375,4151.348850564376,4.212497935526376,0.0,2.366362898760362,2.2104036989814015
sys_0108,1333565,2,0,1,1.03125,5650.883764811239,4.322557822644995,0.0,42.03000388516515,2.3676756738753717
sys_0109,7583388,1,1,0,1.1847656249999998,6360.881171924047,4.296402184811685,758.3554671811006,0.0,0.0
sys_0110,6046803,3,1,1,1.06875,6128.202641517338,4.436686770469418,635.7237383549059,3.977733363958055,1.703968393274928
sys_0111,1176199,2,0,1,1.1906249999999998,6121.885539582011,4.22945506934411,0.0,31.279697461619595,3.4618425276736113
sys_0112,4950585,2,0,1,1.00078125,5873.323904468209,4.298920035108658,0.0,22.3732562596757,7.975152085171916
sys_0113,3364422,3,1,1,1.0171875,6010.8717436827665,4.435357764684587,8558.7836745409,7.10451265163901,4.837155098851413
sys_0114,2398179,3,1,1,1.18359375,6551.381016814501,4.217050241524141,3250.843870781894,3.539595064124577,2.3640022227129767
sys_0115,8992348,2,0,1,0.96796875,5714.441885990073,4.250372188211537,0.0,82.64483670145378,7.674701530670142
sys_0116,9247475,1,1,0,1.1906249999999998,6152.8538559255585,4.248324462663857,2424.171294958557,0.0,0.0
sys_0117,9511150,1,1,0,0.9046875,5400.038954574459,4.507204692506264,4277.56907353213,0.0,0.0
sys_0118,1191883,2,0,1,1.1906249999999998,6164.42342918705,4.257188640173678,0.0,21.037598518429757,3.6624644892557794
sys_0119,2273458,2,0,1,1.10859375,6237.660277738498,4.325408086365222,0.0,67.64316722384585,0.4966970235386989
sys_0120,8631675,3,1,1,1.1859375,6497.611792846029,4.255338756318324,2324.9048588547416,61.1418315799205,0.9735749614953811
sys_0121,6926739,1,1,0,1.06875,6115.376530730958,4.4489612012186095,611.9407881671806,0.0,0.0
sys_0122,6329430,1,1,0,1.09453125,6217.824915260847,4.192764873686765,1691.0089805438308,0.0,0.0
sys_0123,1215147,2,0,1,0.9187500000000001,4111.030455265401,4.201744121390904,0.0,29.06529000591695,2.9258072806409037
sys_0124,1010757,3,1,1,1.194140625,6564.3167467678695,4.22516296704938,9275.241789920858,7.253878862241067,5.211662447673012
sys_0125,4280227,1,1,0,0.94453125,5773.96403921335,4.418092141398675,2104.9338458550574,0.0,0.0
sys_0126,8990197,3,1,1,0.928125,5403.716642119224,4.520827275006547,1932.2612237543053,79.458474292542,6.09095283883668
sys_0127,9334290,0,0,0,1.01015625,5834.300935619697,4.394841771585857,0.0,0.0,0.0
sys_0128,5179907,1,1,0,1.1765625,6226.210064286565,4.235723610809428,9956.147092747871,0.0,0.0
sys_0129,6393274,3,1,1,1.1953125,6520.757106304323,4.35453815433664,2444.007634062031,44.62961312949686,7.73967189914506
sys_0130,6877206,2,0,1,1.02890625,5774.030771818258,4.49196175045562,0.0,41.84264674968473,1.7256162043963048
sys_0131,7575093,3,1,1,1.0640625,6299.062880275473,4.30130601745954,2022.5612943819094,2.249590763293101,1.1350358255321413
sys_0132,1215796,2,0,1,1.034765625,4323.71515716755,3.73863423417438,0.0,50.20673371781412,0.9159801224826956
sys_0133,3162714,0,0,0,0.97734375,5512.997812893138,4.5372824782179,0.0,0.0,0.0
sys_0134,4406707,2,0,1,1.1765625,6266.7730430507645,4.273869096598517,0.0,61.75711088946385,13.593166182970803
sys_0135,2733954,3,1,1,0.9304687500000001,5810.5705729982465,4.159927573677909,4877.033735646955,3.613212245526802,9.98645618745542
sys_0136,1251693,2,0,1,1.1859375,6466.882591169528,4.227130616181793,0.0,40.29058570930746,1.2703016424581433
sys_0137,1164998,0,0,0,1.04765625,6132.249204346025,4.4548397555655255,0.0,0.0,0.0
sys_0138,8584841,1,1,0,1.044140625,5767.627668437385,4.4147893960524165,3257.089855662608,0.0,0.0
sys_0139,3313032,3,1,1,1.02421875,4325.209348403604,4.178163599718687,15619.083487435679,37.69965727265207,0.5859996618285946
sys_0140,6641793,3,1,1,1.07109375,6011.271958710526,4.448064841378286,1573.475309474336,21.128612129017714,1.3316628541912552
sys_0141,8560086,3,1,1,0.9515625,5881.243797221312,4.241766942542654,750.2135700671389,20.936416855203518,1.1278266446998473
sys_0142,6849586,2,0,1,1.156640625,6121.43302498698,4.365296931466373,0.0,41.12645062336193,0.9673967510915652
sys_0143,1649781,3,1,1,0.94453125,5815.0368785775245,4.306223219685175,1280.968212678596,2.6367345149452097,0.10812180780858467
sys_0144,6624232,0,0,0,1.06171875,6086.3314339251465,4.198512484520591,0.0,0.0,0.0
sys_0145,3960877,1,1,0,0.9328125,5862.415049016412,4.156136972006977,1045.4518128135348,0.0,0.0
sys_0146,9448015,2,0,1,0.94453125,5710.85086572372,4.477353612451643,0.0,71.00585253608905,1.6397292856599364
sys_0147,5685738,0,0,0,1.1847656249999998,6360.975592663249,4.305841136600873,0.0,0.0,0.0
sys_0148,4698511,0,0,0,1.17421875,6212.569743775216,4.231192226476377,0.0,0.0,0.0
sys_0149,2540764,1,1,0,1.034765625,5888.2814873371535,4.207748491709142,2531.1289955633997,0.0,0.0
sys_0150,5150390,3,1,1,0.978515625,5755.396826240479,4.1135924874752385,1791.9695636532163,9.692964345657456,4.863413450417704
sys_0151,3455782,3,1,1,0.9375,4246.828294636011,3.4939982432804406,1298.2625705425646,2.7816640250172697,1.9634076182311178
sys_0152,8435862,3,1,1,1.08984375,5910.327069153608,4.165267712742132,3109.9432673406336,8.587357900300802,3.198132411442634
sys_0153,1049975,2,0,1,1.156640625,6120.384069419037,4.36726544172599,0.0,5.357701335028118,3.683733785392847
sys_0154,6071114,2,0,1,0.903515625,5506.9101677986,4.380340936642842,0.0,3.025375676373599,0.31888815832223577
sys_0155,8886392,2,0,1,1.09453125,5852.006777863771,4.28787283452436,0.0,52.809814900383046,2.328475082347223
sys_0156,6092165,1,1,0,1.053515625,6144.0230755759,4.1426067637849595,3130.0087387543194,0.0,0.0
sys_0157,5551664,2,0,1,0.95859375,5750.66640979546,4.417584329347871,0.0,58.54058630134225,4.7454914781836575
sys_0158,7624720,1,1,0,0.96796875,4142.641345402239,4.24146707404089,17269.261549505034,0.0,0.0
sys_0159,1477809,0,0,0,0.978515625,5753.8355974501255,4.483870383467331,0.0,0.0,0.0
sys_0160,5365933,2,0,1,0.95859375,5769.422451380552,4.391226376850706,0.0,82.47741183623447,1.743778094649579
sys_0161,4948683,3,1,1,1.14375,6337.622316308856,4.309554973645066,14285.233389277639,61.63363802065855,1.736656156015203
sys_0162,2655676,1,1,0,1.02890625,5740.93850178187,4.512509474998857,1824.7377740724191,0.0,0.0
sys_0163,6238109,1,1,0,0.9890625,5713.94323555555,4.405330278640415,14519.370339570949,0.0,0.0
sys_0164,4981328,2,0,1,0.9046875,5263.3300268761095,4.567097956110683,0.0,9.490599844438952,2.9407259488518456
sys_0165,2525671,2,0,1,0.928125,5458.17222169464,4.491654930900416,0.0,29.398797384611946,2.6140590846248455
sys_0166,9462328,0,0,0,1.147265625,6184.79594208079,4.209215117761638,0.0,0.0,0.0
sys_0167,5118971,2,0,1,1.021875,5891.853328795001,4.4383471250223625,0.0,29.92484229133932,4.987169238369174
sys_0168,9243312,3,1,1,1.1859375,6511.58780939248,4.328900181482943,523.3876205851799,2.030282019233428,1.3194833473764702
sys_0169,8152189,3,1,1,1.03125,4472.30600461321,3.8529443690590837,514.7613604401853,12.383801551498115,0.8352703284510107
sys_0170,1497396,1,1,0,0.92578125,5643.173528592877,4.359477713986164,562.9689562257988,0.0,0.0
sys_0171,6837289,1,1,0,1.09453125,6186.10520136178,4.443472438556366,12075.586003019853,0.0,0.0
sys_0172,4491373,0,0,0,1.16484375,6164.286718515519,4.383284313994405,0.0,0.0,0.0
sys_0173,5629077,1,1,0,0.92109375,5798.284082168755,4.3318683786204595,14229.758182740556,0.0,0.0
sys_0174,2925497,1,1,0,0.95625,5837.723951809661,4.303556114997221,6435.892916239449,0.0,0.0
sys_0175,4145969,2,0,1,1.091015625,4494.71341107566,4.265126885328871,0.0,90.34686200074852,0.8583292487668704
sys_0176,1871890,1,1,0,0.903515625,3988.7308335278453,4.113453239386225,760.4888722177426,0.0,0.0
sys_0177,2478069,3,1,1,1.1906249999999998,6150.157425404426,4.246467550188404,5408.076134226227,8.720345449107912,0.20491815383989384
sys_0178,4110647,2,0,1,1.156640625,6015.305926941945,4.1020338024176475,0.0,14.606624698865874,3.0742722065957686
sys_0179,7889271,2,0,1,0.92109375,5798.113731528177,4.33303950352549,0.0,2.804232537873516,1.4522875153266195
sys_0180,2146328,1,1,0,1.03125,6121.682322542429,4.156468801288865,2229.031583003697,0.0,0.0
sys_0181,4955761,0,0,0,1.0078125,5811.9933132982305,4.5019806999647,0.0,0.0,0.0
sys_0182,2881400,0,0,0,1.034765625,5922.890657637278,4.319087881428868,0.0,0.0,0.0
sys_0183,9967476,3,1,1,1.171875,6339.924479145191,4.191009829829734,6133.095373150112,3.742062933863153,3.677018179371856
sys_0184,4459964,2,0,1,1.03125,6175.972700349963,4.347979982575198,0.0,91.71179799122504,4.871889984127983
sys_0185,1269557,0,0,0,1.14375,6284.62072209296,4.415038912465526,0.0,0.0,0.0
sys_0186,4285863,3,1,1,0.9070312500000001,4322.698519919605,3.423436100447689,6850.69558977756,40.83251808274633,0.8474487893960524
sys_0187,7873635,2,0,1,1.07109375,6065.207980157959,4.386508768451121,0.0,5.975544549715801,2.760595160747643
sys_0188,7832604,3,1,1,0.97734375,4126.610439566761,4.205547995172177,829.4947256282767,2.292386734256253,2.26430116073643
sys_0189,6439807,2,0,1,1.044140625,5736.955253647032,4.507549920476971,0.0,16.54083652293963,0.4534961926432896
sys_0190,6496579,2,0,1,1.00078125,5835.999822813271,4.413657459615573,0.0,15.279651707805074,2.219347606232462
sys_0191,8881026,3,1,1,1.15546875,6255.279040639541,4.322515601553344,646.6750740790911,29.870710972217783,0.892691823040953
sys_0192,3046479,0,0,0,1.05703125,5942.093366066059,4.237371345240115,0.0,0.0,0.0
sys_0193,6461222,2,0,1,1.11328125,6129.198872443076,4.423462447688867,0.0,6.152995432068192,0.4551808815781391
sys_0194,4285063,2,0,1,1.1859375,6514.28680381666,4.313924815183204,0.0,4.315439993628065,1.3241082207853592
sys_0195,1821451,1,1,0,0.9609375,4233.7312135148395,3.882583996926401,3230.8380538313077,0.0,0.0
sys_0196,6329072,3,1,1,1.109765625,6340.524833971963,4.357302164738428,11773.607205275306,36.88798545082502,8.660895686988635
sys_0197,5429895,3,1,1,0.909375,4282.423259330496,3.7078753607448,650.7187731144995,37.05280678644084,1.1434579988375904
sys_0198,7106104,0,0,0,1.1484375,4520.323824034742,3.654090038100522,0.0,0.0,0.0
sys_0199,7835526,1,1,0,0.96796875,5703.393576137718,4.392884586195831,16812.813721805902,0.0,0.0
sys_0200,1603580,2,0,1,0.903515625,5224.551327045692,4.5658266172393684,0.0,76.4148093437246,1.9430412108482065
sys_0201,1466240,0,0,0,1.0359375,5801.631674339157,4.353288305522484,0.0,0.0,0.0
sys_0202,1719566,1,1,0,0.94921875,5855.825986880258,4.1099700379606965,1927.2566305833197,0.0,0.0
sys_0203,7851141,2,0,1,1.1953125,4997.607955112413,4.237641610847777,0.0,6.024766362552381,6.608011743215252
sys_0204,4890468,3,1,1,1.10625,5480.726332660593,4.303058975542972,19186.588198517835,2.3695974774879462,4.114423394648121
sys_0205,9957411,3,1,1,0.98671875,5807.625688254323,4.46847315768912,14219.547265984742,14.382254808665634,5.8413497720093925
sys_0206,9449696,0,0,0,1.18828125,6159.661868012604,4.254360688444048,0.0,0.0,0.0
sys_0207,9490534,0,0,0,0.9070312500000001,5378.2751811462895,4.579309509252637,0.0,0.0,0.0
sys_0208,7013247,0,0,0,1.1906249999999998,6184.152387534367,4.28052067493983,0.0,0.0,0.0
sys_0209,1262724,2,0,1,1.04765625,6215.134235870881,4.29196383474271,0.0,9.338077076105156,1.5740865966505306
sys_0210,7371113,3,1,1,1.1015625,4791.36752788391,4.339075559180592,801.4859556441235,35.83233910783663,0.33186310371231836
sys_0211,7041491,0,0,0,1.053515625,6214.42296349327,4.337295673661575,0.0,0.0,0.0
sys_0212,5357909,1,1,0,1.15546875,6223.949698055745,4.390512570021849,6371.087208729279,0.0,0.0
sys_0213,7937673,1,1,0,1.0453125,5928.168879860415,4.493544997529109,2194.6709189760263,0.0,0.0
sys_0214,4000803,0,0,0,1.044140625,5880.9217252483695,4.375046993323826,0.0,0.0,0.0
sys_0215,5671529,1,1,0,0.9187500000000001,4299.313992136732,3.4921205018982757,16157.366665539646,0.0,0.0
sys_0216,1247527,2,0,1,0.9421875,5754.741952076457,4.51907121833852,0.0,12.711728210029255,3.6230807399756464
sys_0217,6278685,1,1,0,0.9328125,5905.909025168886,4.384448348744923,7508.929905321077,0.0,0.0
sys_0218,7038529,3,1,1,1.1906249999999998,6180.740004593148,4.274846137505323,1543.6747600802207,8.307779732913044,6.033614956022629
sys_0219,4544506,1,1,0,1.04296875,5846.834622190545,4.2615301858480565,4062.3122380635605,0.0,0.0
sys_0220,9707455,2,0,1,1.02421875,5839.639746811178,4.5094777057258755,0.0,4.143306924486401,1.1557852601894882
sys_0221,8217481,0,0,0,0.903515625,5484.261230549196,4.412151382803798,0.0,0.0,0.0
sys_0222,2477760,1,1,0,0.95859375,5597.541775393838,4.528361037191989,1164.8060556794774,0.0,0.0
sys_0223,8629967,3,1,1,1.166015625,6163.667340566449,4.3843036667286075,3948.050344008616,6.5841108474783345,0.9889191451383784
sys_0224,2657405,3,1,1,0.997265625,5975.753351967686,4.239841768724559,959.2419841352045,34.558156837427376,5.348950784063366
sys_0225,8107660,0,0,0,1.00078125,5802.6513743161695,4.449757610836395,0.0,0.0,0.0
sys_0226,1902126,2,0,1,1.171875,6378.007091459297,4.3661496935716455,0.0,19.062012889861293,1.0768289158364963
sys_0227,6358785,0,0,0,1.003125,5870.7969459651,4.154761986687133,0.0,0.0,0.0
sys_0228,9956390,3,1,1,1.08046875,5802.921434755122,4.471378754727786,4612.7123013657065,44.93936724667081,1.3652583157796132
sys_0229,9243176,0,0,0,1.11328125,6141.4514417605105,4.202073246754421,0.0,0.0,0.0
sys_0230,3261797,2,0,1,1.16953125,4819.60132197052,4.241016969502858,0.0,9.523639931919787,0.6447452056430262
sys_0231,4673202,0,0,0,0.9515625,4357.889505835902,3.6401699521095034,0.0,0.0,0.0
sys_0232,5394955,3,1,1,1.05703125,5876.462388995156,4.459133147277902,5153.257567802865,43.07565529351832,1.6022476940999555
sys_0233,9708370,1,1,0,1.053515625,6209.200391625255,4.354899565302252,11739.78430344334,0.0,0.0
sys_0234,8144796,1,1,0,0.94453125,5816.2515198561105,4.329925305031871,1015.7877481024827,0.0,0.0
sys_0235,5546919,2,0,1,0.92578125,5438.0044078868395,4.533849764308056,0.0,21.277178794866707,3.0514816027027445
sys_0236,8367553,3,1,1,1.18359375,6510.447073612441,4.1920536310613885,863.3379431311153,10.63198597826568,1.224712028954899
sys_0237,3743424,3,1,1,1.1859375,4725.77394922796,4.187020686690832,8272.951326933618,15.065152595999324,0.9161597651759354
sys_0238,1250755,2,0,1,1.0125,5831.395596594798,4.405972436738044,0.0,74.7766182385939,2.500111950017475
sys_0239,8280527,2,0,1,1.06171875,4753.431832573299,4.305624840652505,0.0,15.893930794844367,0.5183485999916274
sys_0240,5710608,0,0,0,0.903515625,5206.604607793942,4.572625054967767,0.0,0.0,0.0
sys_0241,4233379,1,1,0,1.1847656249999998,6355.589965130684,4.3363208339007295,2336.1138990030877,0.0,0.0
