system_id,master_seed,anomaly_class,label_has_flares,label_has_transit,star_mass,star_teff,star_logg,flare_amplitude,transit_period,transit_radius_earth,drift
sys_0132,1215796,2,0,1,1.034765625,4323.71515716755,3.73863423417438,0.0,50.20673371781412,0.9159801224826956,none
sys_0133,3162714,0,0,0,0.97734375,5512.997812893138,4.5372824782179,0.0,0.0,0.0,none
sys_0134,4406707,2,0,1,1.1765625,6266.7730430507645,4.273869096598517,0.0,61.75711088946385,13.593166182970805,none
sys_0135,2733954,3,1,1,0.93046875,5810.570572998247,4.159927573677909,4877.033735646955,3.613212245526802,9.98645618745542,none
sys_0136,1251693,2,0,1,1.1859375,6466.882591169528,4.227130616181793,0.0,40.29058570930746,1.2703016424581433,none
sys_0137,1164998,0,0,0,1.04765625,6132.249204346025,4.4548397555655255,0.0,0.0,0.0,none
sys_0138,8584841,1,1,0,1.044140625,5767.627668437385,4.4147893960524165,3257.089855662608,0.0,0.0,none
sys_0139,3313032,3,1,1,1.02421875,4325.209348403604,4.178163599718687,15619.08348743568,37.69965727265207,0.5859996618285946,none
sys_0140,6641793,3,1,1,1.07109375,6011.271958710526,4.448064841378286,1573.475309474336,21.128612129017714,1.3316628541912552,none
sys_0141,8560086,3,1,1,0.9515625,5881.243797221312,4.241766942542654,750.2135700671389,20.93641685520352,1.1278266446998473,none
sys_0142,6849586,2,0,1,1.156640625,6121.43302498698,4.365296931466373,0.0,41.12645062336193,0.9673967510915652,none
sys_0143,1649781,3,1,1,0.94453125,5815.0368785775245,4.306223219685175,1280.968212678596,2.6367345149452097,0.1081218078085846,none
sys_0144,6624232,0,0,0,1.06171875,6086.3314339251465,4.198512484520591,0.0,0.0,0.0,none
sys_0145,3960877,1,1,0,0.9328125,5862.415049016412,4.156136972006977,1045.4518128135348,0.0,0.0,none
sys_0146,9448015,2,0,1,0.94453125,5710.85086572372,4.477353612451643,0.0,71.00585253608905,1.6397292856599364,none
sys_0147,5685738,0,0,0,1.1847656249999998,6360.975592663249,4.305841136600873,0.0,0.0,0.0,none
sys_0148,4698511,0,0,0,1.17421875,6212.569743775216,4.231192226476377,0.0,0.0,0.0,none
sys_0149,2540764,1,1,0,1.034765625,5888.2814873371535,4.207748491709142,2531.1289955634,0.0,0.0,none
sys_0150,5150390,3,1,1,0.978515625,5755.396826240479,4.113592487475239,1791.9695636532165,9.692964345657456,4.863413450417704,none
sys_0151,3455782,3,1,1,0.9375,4246.828294636011,3.4939982432804406,1298.2625705425646,2.7816640250172697,1.9634076182311175,none
sys_0152,8435862,3,1,1,1.08984375,5910.327069153608,4.165267712742132,3109.9432673406336,8.587357900300802,3.198132411442634,none
sys_0153,1049975,2,0,1,1.156640625,6120.384069419037,4.36726544172599,0.0,5.357701335028118,3.683733785392847,none
sys_0154,6071114,2,0,1,0.903515625,5506.9101677986,4.380340936642842,0.0,3.025375676373599,0.3188881583222357,none
sys_0155,8886392,2,0,1,1.09453125,5852.006777863771,4.28787283452436,0.0,52.809814900383046,2.328475082347223,none
sys_0156,6092165,1,1,0,1.053515625,6144.0230755759,4.14260676378496,3130.0087387543194,0.0,0.0,none
sys_0157,5551664,2,0,1,0.95859375,5750.66640979546,4.417584329347871,0.0,58.54058630134225,4.7454914781836575,none
sys_0158,7624720,1,1,0,0.96796875,4142.641345402239,4.24146707404089,17269.261549505034,0.0,0.0,none
sys_0159,1477809,0,0,0,0.978515625,5753.8355974501255,4.483870383467331,0.0,0.0,0.0,none
sys_0160,5365933,2,0,1,0.95859375,5769.422451380552,4.391226376850706,0.0,82.47741183623447,1.743778094649579,none
sys_0161,4948683,3,1,1,1.14375,6337.622316308856,4.309554973645066,14285.23338927764,61.63363802065855,1.736656156015203,none
sys_0162,2655676,1,1,0,1.02890625,5740.93850178187,4.512509474998857,1824.7377740724191,0.0,0.0,none
sys_0163,6238109,1,1,0,0.9890625,5713.94323555555,4.405330278640415,14519.370339570947,0.0,0.0,none
sys_0164,4981328,2,0,1,0.9046875,5263.3300268761095,4.567097956110683,0.0,9.490599844438952,2.9407259488518456,none
sys_0165,2525671,2,0,1,0.928125,5458.17222169464,4.491654930900416,0.0,29.398797384611942,2.614059084624845,none
sys_0166,9462328,0,0,0,1.147265625,6184.79594208079,4.209215117761638,0.0,0.0,0.0,none
sys_0167,5118971,2,0,1,1.021875,5891.853328795001,4.4383471250223625,0.0,29.92484229133932,4.987169238369174,none
sys_0168,9243312,3,1,1,1.1859375,6511.58780939248,4.328900181482943,523.3876205851799,2.030282019233428,1.3194833473764702,none
sys_0169,8152189,3,1,1,1.03125,4472.30600461321,3.852944369059084,514.7613604401853,12.383801551498117,0.8352703284510107,none
sys_0170,1497396,1,1,0,0.92578125,5643.173528592877,4.359477713986164,562.9689562257988,0.0,0.0,none
sys_0171,6837289,1,1,0,1.09453125,6186.10520136178,4.443472438556366,12075.586003019853,0.0,0.0,none
sys_0172,4491373,0,0,0,1.16484375,6164.286718515519,4.383284313994405,0.0,0.0,0.0,none
sys_0173,5629077,1,1,0,0.92109375,5798.284082168755,4.33186837862046,14229.758182740556,0.0,0.0,none
sys_0174,2925497,1,1,0,0.95625,5837.723951809661,4.303556114997221,6435.892916239449,0.0,0.0,none
sys_0175,4145969,2,0,1,1.091015625,4494.71341107566,4.265126885328871,0.0,90.34686200074852,0.8583292487668704,none
sys_0176,1871890,1,1,0,0.903515625,3988.730833527845,4.113453239386225,760.4888722177426,0.0,0.0,none
sys_0177,2478069,3,1,1,1.1906249999999998,6150.157425404426,4.246467550188404,5408.076134226227,8.720345449107912,0.2049181538398938,none
sys_0178,4110647,2,0,1,1.156640625,6015.305926941945,4.102033802417648,0.0,14.606624698865874,3.0742722065957686,none
sys_0179,7889271,2,0,1,0.92109375,5798.113731528177,4.33303950352549,0.0,2.804232537873516,1.4522875153266197,none
sys_0180,2146328,1,1,0,1.03125,6121.682322542429,4.156468801288865,2229.031583003697,0.0,0.0,none
sys_0181,4955761,0,0,0,1.0078125,5811.993313298231,4.5019806999647,0.0,0.0,0.0,none
sys_0182,2881400,0,0,0,1.034765625,5922.890657637278,4.319087881428868,0.0,0.0,0.0,none
sys_0183,9967476,3,1,1,1.171875,6339.924479145191,4.191009829829734,6133.095373150112,3.742062933863153,3.677018179371856,none
sys_0184,4459964,2,0,1,1.03125,6175.972700349963,4.347979982575198,0.0,91.71179799122504,4.871889984127983,none
sys_0185,1269557,0,0,0,1.14375,6284.62072209296,4.415038912465526,0.0,0.0,0.0,none
sys_0186,4285863,3,1,1,0.90703125,4322.698519919605,3.423436100447689,6850.69558977756,40.83251808274633,0.8474487893960524,none
sys_0187,7873635,2,0,1,1.07109375,6065.207980157959,4.386508768451121,0.0,5.975544549715801,2.760595160747643,none
sys_0188,7832604,3,1,1,0.97734375,4126.610439566761,4.205547995172177,829.4947256282767,2.292386734256253,2.26430116073643,none
sys_0189,6439807,2,0,1,1.044140625,5736.955253647032,4.507549920476971,0.0,16.54083652293963,0.4534961926432896,none
sys_0190,6496579,2,0,1,1.00078125,5835.999822813271,4.413657459615573,0.0,15.279651707805074,2.219347606232462,none
sys_0191,8881026,3,1,1,1.15546875,6255.279040639541,4.322515601553344,646.6750740790911,29.870710972217783,0.892691823040953,none
sys_0192,3046479,0,0,0,1.05703125,5942.093366066059,4.237371345240115,0.0,0.0,0.0,none
sys_0193,6461222,2,0,1,1.11328125,6129.198872443076,4.423462447688867,0.0,6.152995432068192,0.4551808815781391,none
sys_0194,4285063,2,0,1,1.1859375,6514.28680381666,4.313924815183204,0.0,4.315439993628065,1.3241082207853592,none
sys_0195,1821451,1,1,0,0.9609375,4233.73121351484,3.882583996926401,3230.838053831308,0.0,0.0,none
sys_0196,6329072,3,1,1,1.109765625,6340.524833971963,4.357302164738428,11773.607205275306,36.88798545082502,8.660895686988635,none
sys_0197,5429895,3,1,1,0.909375,4282.423259330496,3.7078753607448,650.7187731144995,37.05280678644084,1.1434579988375904,none
sys_0198,7106104,0,0,0,1.1484375,4520.323824034742,3.654090038100522,0.0,0.0,0.0,none
sys_0199,7835526,1,1,0,0.96796875,5703.393576137718,4.392884586195831,16812.813721805902,0.0,0.0,none
sys_0200,1603580,2,0,1,0.903515625,5224.551327045692,4.565826617239368,0.0,76.4148093437246,1.9430412108482065,none
sys_0201,1466240,0,0,0,1.0359375,5801.631674339157,4.353288305522484,0.0,0.0,0.0,none
sys_0202,1719566,1,1,0,0.94921875,5855.825986880258,4.1099700379606965,1927.25663058332,0.0,0.0,none
sys_0203,7851141,2,0,1,1.1953125,4997.607955112413,4.237641610847777,0.0,6.024766362552381,6.608011743215252,none
sys_0204,4890468,3,1,1,1.10625,5480.726332660593,4.303058975542972,19186.588198517835,2.3695974774879462,4.114423394648121,none
sys_0205,9957411,3,1,1,0.98671875,5807.625688254323,4.46847315768912,14219.547265984742,14.382254808665634,5.8413497720093925,none
sys_0206,9449696,0,0,0,1.18828125,6159.661868012604,4.254360688444048,0.0,0.0,0.0,none
sys_0207,9490534,0,0,0,0.90703125,5378.2751811462895,4.579309509252637,0.0,0.0,0.0,none
sys_0208,7013247,0,0,0,1.1906249999999998,6184.152387534367,4.28052067493983,0.0,0.0,0.0,none
sys_0209,1262724,2,0,1,1.04765625,6215.134235870881,4.29196383474271,0.0,9.338077076105156,1.5740865966505306,none
sys_0210,7371113,3,1,1,1.1015625,4791.36752788391,4.339075559180592,801.4859556441235,35.83233910783663,0.3318631037123183,none
sys_0211,7041491,0,0,0,1.053515625,6214.42296349327,4.337295673661575,0.0,0.0,0.0,none
sys_0212,5357909,1,1,0,1.15546875,6223.949698055745,4.390512570021849,6371.087208729279,0.0,0.0,none
sys_0213,7937673,1,1,0,1.0453125,5928.168879860415,4.493544997529109,2194.6709189760263,0.0,0.0,none
sys_0214,4000803,0,0,0,1.044140625,5880.9217252483695,4.375046993323826,0.0,0.0,0.0,none
sys_0215,5671529,1,1,0,0.91875,4299.313992136732,3.492120501898276,16157.366665539646,0.0,0.0,none
sys_0216,1247527,2,0,1,0.9421875,5754.741952076457,4.51907121833852,0.0,12.711728210029255,3.6230807399756464,none
sys_0217,6278685,1,1,0,0.9328125,5905.909025168886,4.384448348744923,7508.929905321077,0.0,0.0,none
sys_0218,7038529,3,1,1,1.1906249999999998,6180.740004593148,4.274846137505323,1543.6747600802207,8.307779732913044,6.033614956022629,none
sys_0219,4544506,1,1,0,1.04296875,5846.834622190545,4.2615301858480565,4062.312238063561,0.0,0.0,none
sys_0220,9707455,2,0,1,1.02421875,5839.639746811178,4.509477705725876,0.0,4.143306924486401,1.1557852601894882,none
sys_0221,8217481,0,0,0,0.903515625,5484.261230549196,4.412151382803798,0.0,0.0,0.0,none
sys_0222,2477760,1,1,0,0.95859375,5597.541775393838,4.528361037191989,1164.8060556794774,0.0,0.0,none
sys_0223,8629967,3,1,1,1.166015625,6163.667340566449,4.384303666728608,3948.050344008616,6.584110847478335,0.9889191451383784,none
sys_0224,2657405,3,1,1,0.997265625,5975.753351967686,4.239841768724559,959.2419841352043,34.558156837427376,5.348950784063366,none
sys_0225,8107660,0,0,0,1.00078125,5802.6513743161695,4.449757610836395,0.0,0.0,0.0,none
sys_0226,1902126,2,0,1,1.171875,6378.007091459297,4.3661496935716455,0.0,19.062012889861293,1.0768289158364963,none
sys_0227,6358785,0,0,0,1.003125,5870.7969459651,4.154761986687133,0.0,0.0,0.0,none
sys_0228,9956390,3,1,1,1.08046875,5802.921434755122,4.471378754727786,4612.7123013657065,44.93936724667081,1.3652583157796132,none
sys_0229,9243176,0,0,0,1.11328125,6141.451441760511,4.202073246754421,0.0,0.0,0.0,none
sys_0230,3261797,2,0,1,1.16953125,4819.60132197052,4.241016969502858,0.0,9.523639931919789,0.6447452056430262,none
sys_0231,4673202,0,0,0,0.9515625,4357.889505835902,3.640169952109504,0.0,0.0,0.0,none
sys_0232,5394955,3,1,1,1.05703125,5876.462388995156,4.459133147277902,5153.257567802865,43.07565529351832,1.6022476940999557,none
sys_0233,9708370,1,1,0,1.053515625,6209.200391625255,4.354899565302252,11739.78430344334,0.0,0.0,none
sys_0234,8144796,1,1,0,0.94453125,5816.251519856111,4.329925305031871,1015.7877481024829,0.0,0.0,none
