system_id,true_has_flare,true_has_transit,pred_has_flare,pred_has_transit,proba_flare,proba_transit,master_seed,anomaly_class,label_has_flares,label_has_transit,star_mass,star_teff,star_logg,flare_amplitude,transit_period,transit_radius_earth,drift
sys_1426,0,0,0,1,0.46768171095060107,0.5784192870213116,4676730,0,0,0,0.978515625,5695.042069508849,4.5201158973926905,0.0,0.0,0.0,low
sys_1439,1,1,0,1,0.46768171095060107,0.5784192870213116,4076971,3,1,1,1.1296875,6363.008713715593,4.324302631570583,1448.8292786264176,41.7211114925972,0.780004641037863,low
sys_0505,0,1,0,1,0.015122030793335512,1.0,3239345,2,0,1,1.166015625,6129.312257846308,4.234070583544891,0.0,66.42299720918903,6.440063746778256,none
sys_0129,1,1,1,1,1.0,1.0,6393274,3,1,1,1.1953125,6520.757106304323,4.35453815433664,2444.007634062031,44.62961312949686,7.73967189914506,none
sys_1097,0,0,0,0,0.023288635457254184,0.413784442498784,7469274,0,0,0,1.08046875,5872.059231677225,4.204812003909787,0.0,0.0,0.0,medium
sys_1004,1,0,0,1,0.46768171095060107,0.5784192870213116,9718498,1,1,0,0.94921875,5750.244611114628,4.553445538088529,13462.754757833389,0.0,0.0,max
sys_0902,0,0,0,0,0.0042558029814280425,0.392321004534078,3930661,0,0,0,1.02421875,5992.783293182228,4.33364794221473,0.0,0.0,0.0,none
sys_0244,1,1,1,1,1.0,0.9658749629765271,8930013,3,1,1,1.109765625,6348.828451021229,4.331894563120803,12997.74030157503,20.11883121426637,4.573643784404556,none
sys_0869,1,1,1,0,0.5091327746591642,0.20438446742784694,5402871,3,1,1,1.06640625,6015.239878227508,4.3050827032436025,787.565392721332,32.97033001335544,0.8660600220497291,none
sys_1020,1,0,1,0,1.0,0.47107840414657015,6841643,1,1,0,1.194140625,6580.046433935303,4.238170495887791,4206.153850854845,0.0,0.0,low
sys_0669,1,1,1,1,0.9953650300931944,0.988394172498078,2151513,3,1,1,1.16484375,6107.158247031991,4.367844188846702,2009.351342634401,78.67952370129312,2.7645096302541683,none
sys_1334,1,0,1,1,1.0,0.5221159980303043,9699658,1,1,0,1.1765625,6261.911468500582,4.266497580768301,7939.484626586833,0.0,0.0,high
sys_0852,1,0,1,1,1.0,0.5541438456991833,6369815,1,1,0,1.01015625,5856.698124439673,4.346644657879367,12493.182251650092,0.0,0.0,none
sys_1325,0,0,0,0,0.04303705102948185,0.12271725669582262,5204363,0,0,0,1.14140625,6142.772370692396,4.35524925770555,0.0,0.0,0.0,medium
sys_1226,0,0,0,1,0.011155498996928257,0.523380568883288,9686546,0,0,0,0.928125,5513.396209939275,4.452667557166028,0.0,0.0,0.0,medium
sys_0492,0,0,0,0,0.09610958006872979,0.299452077476398,1541005,0,0,0,0.94453125,4171.955325115278,4.094113607837867,0.0,0.0,0.0,none
sys_0958,0,1,0,1,0.002158983115158414,0.9651243392264611,7389790,2,0,1,1.0359375,4208.455979636575,3.958103364758341,0.0,9.22420208361986,1.849645954757088,none
sys_1348,1,1,0,1,0.40735567863440036,0.9912476385405343,1732491,3,1,1,1.156640625,6082.47660436974,4.191739245736399,672.0932090820105,11.124025609601144,3.847677892336665,max
sys_0728,0,1,0,1,0.04467562301583716,1.0,4295232,2,0,1,0.97734375,5540.933224542541,4.523632559766994,0.0,4.224033441928532,3.44348453669286,none
sys_1011,0,0,0,0,0.4024092616174632,0.40534656652482765,3801350,0,0,0,0.90234375,5441.960069176339,4.5595621674560975,0.0,0.0,0.0,medium
sys_1204,1,0,1,1,1.0,0.5888051621241603,3253826,1,1,0,0.928125,5592.319111877562,4.326825737497573,4120.261646602671,0.0,0.0,low
sys_1443,0,0,0,1,0.46768171095060107,0.5784192870213116,9306326,0,0,0,1.07109375,5081.2140502675575,4.324923403512543,0.0,0.0,0.0,medium
sys_0294,0,0,0,0,0.005710390259208883,0.3496988428005149,6247736,0,0,0,1.06640625,4312.073421508801,4.064058427624523,0.0,0.0,0.0,none
sys_1353,1,1,1,1,1.0,0.7874340450735733,5940813,3,1,1,1.17421875,6268.7347929375055,4.291212692991169,11348.991371712036,53.69797897417867,0.5414106027212096,max
sys_0100,1,1,1,1,1.0,0.9080976879732598,3908873,3,1,1,0.94921875,5827.293394040745,4.503750038603087,15123.93634286734,33.04071459415714,10.764023944789765,none
sys_0684,1,0,1,0,0.9921965657695015,0.10327080741850468,4583987,1,1,0,1.171875,6204.0639852481245,4.032434747898372,979.3153521373332,0.0,0.0,none
sys_0649,0,0,0,0,0.03570355175287613,0.162424908289623,3691531,0,0,0,0.92109375,5581.531581619736,4.5449441246844255,0.0,0.0,0.0,none
sys_0148,0,0,0,0,0.014609653173321776,0.2721232124578939,4698511,0,0,0,1.17421875,6212.569743775216,4.231192226476377,0.0,0.0,0.0,none
sys_0379,1,1,1,1,0.982800499497263,1.0,9275228,3,1,1,1.01015625,5733.487997271308,4.486977900756739,1260.855010480769,13.05855469837944,3.760901729002605,none
sys_0984,1,1,0,1,0.13781341959379287,1.0,1159511,3,1,1,1.1015625,5920.513950941366,4.351726916383024,1952.380630815639,12.880469389016218,13.367210786670304,none
sys_0444,0,1,0,1,0.021464473618605692,0.8038619096828507,4462799,2,0,1,1.03125,6003.293048462773,4.043526478610754,0.0,15.062822574716748,2.328783228542912,none
sys_0340,1,0,1,0,1.0,0.4109711599888909,2706884,1,1,0,1.1765625,6200.564253615931,4.220389364005705,4849.250377221425,0.0,0.0,none
sys_1205,0,0,0,0,0.0,0.25068876994109046,3902519,0,0,0,1.04765625,6134.145248670924,4.453100286809886,0.0,0.0,0.0,low
sys_0714,1,1,1,1,0.9982631874298541,0.8539892611010318,5345695,3,1,1,0.95625,5838.568235398025,4.308662166828329,1100.1055756044198,2.96667506010704,1.5311841398138897,none
sys_0738,0,1,0,0,0.0021538559909970397,0.27011384199282595,2776454,2,0,1,1.1953125,6444.696823578383,4.160752926418432,0.0,26.246734357837205,0.4023799317134033,none
sys_0769,0,1,0,1,0.09176547514076096,1.0,4973697,2,0,1,1.109765625,6334.366134717315,4.249815807339697,0.0,5.462049723749909,5.100358425266629,none
sys_1407,0,0,0,1,0.46768171095060107,0.5784192870213116,1462126,0,0,0,1.16484375,6167.666449712097,4.253385652124349,0.0,0.0,0.0,low
sys_0901,0,0,0,0,0.010079042107820162,0.42332817251607113,8396488,0,0,0,1.16484375,6066.718116655577,4.097715560216688,0.0,0.0,0.0,none
sys_0154,0,1,0,0,0.0015965207631874298,0.1567119562786834,6071114,2,0,1,0.903515625,5506.9101677986,4.380340936642842,0.0,3.025375676373599,0.3188881583222357,none
sys_0094,0,0,0,0,0.0,0.0712526472673719,3224334,0,0,0,1.1859375,6418.668462234556,4.105339404649798,0.0,0.0,0.0,none
sys_0414,0,0,0,0,0.2423192733979164,0.15858385439750924,1960313,0,0,0,1.02421875,5975.552940431127,4.381374995554085,0.0,0.0,0.0,none
sys_0109,1,0,1,0,0.8391591689883232,0.3909033024634468,7583388,1,1,0,1.1847656249999998,6360.881171924047,4.296402184811685,758.3554671811006,0.0,0.0,none
sys_0973,0,1,0,0,0.32011153492165517,0.48939644180281033,2539097,2,0,1,1.04765625,6167.084249071822,4.419270737562734,0.0,33.46159472053019,1.1232534944345896,none
sys_0185,0,0,0,0,0.04025797858025808,0.45205546160038323,1269557,0,0,0,1.14375,6284.62072209296,4.415038912465526,0.0,0.0,0.0,none
sys_0773,0,1,0,1,0.045533632669417505,0.7678508831761512,8466620,2,0,1,1.1847656249999998,6355.235280033678,4.271268177151003,0.0,27.6349152703368,1.9076786503134733,none
sys_1460,0,0,0,1,0.46768171095060107,0.5784192870213116,5411867,0,0,0,0.92109375,5582.774649584527,4.544340496562037,0.0,0.0,0.0,medium
sys_1358,1,0,1,0,1.0,0.3193592846974388,4598054,1,1,0,0.997265625,5845.979930117964,4.507110624104857,1622.141288094624,0.0,0.0,low
sys_0141,1,1,1,0,0.9977162885076555,0.13821282252673792,8560086,3,1,1,0.9515625,5881.243797221312,4.241766942542654,750.2135700671389,20.93641685520352,1.1278266446998473,none
sys_0440,0,1,0,1,0.019107528519879118,1.0,8965728,2,0,1,0.94921875,5825.673567214977,4.504802823353586,0.0,34.45808898794662,3.2815928260119485,none
sys_0832,0,1,0,1,0.0024462596732588134,0.9689425227570038,4320461,2,0,1,1.18828125,6184.6042349675445,4.2867009257097575,0.0,75.49546188636155,2.390970257991813,none
sys_1442,0,0,0,1,0.46768171095060107,0.5784192870213116,2893929,0,0,0,1.11328125,6166.716742726153,4.258145837176017,0.0,0.0,0.0,high
sys_0615,0,1,0,1,0.06720430057579438,1.0,3203232,2,0,1,0.90703125,5409.315477297889,4.565002831737743,0.0,15.51709432482065,2.785935629887644,none
sys_0575,1,0,1,0,1.0,0.4282579629537336,5934338,1,1,0,1.194140625,6526.730550310788,4.200767770309876,7630.829478344718,0.0,0.0,none
sys_0702,1,1,1,1,1.0,0.6434714121885415,4994762,3,1,1,0.97265625,5972.01261371031,4.234904407318803,8417.307384943068,23.18238603232095,0.4745582370288252,none
sys_1025,1,1,1,1,0.9575769834870482,0.5984666326116357,9784159,3,1,1,1.147265625,6198.156641734019,4.217303192004104,794.6734748811922,79.27458647188305,2.0465609142474963,max
sys_0156,1,0,1,0,0.9982631874298541,0.10793087163714714,6092165,1,1,0,1.053515625,6144.0230755759,4.14260676378496,3130.0087387543194,0.0,0.0,none
sys_0660,1,0,1,0,1.0,0.1743499807717919,2174109,1,1,0,1.14375,6269.129181844631,4.166849531235949,757.5633778017889,0.0,0.0,none
sys_0885,1,0,1,0,1.0,0.18930307170344288,5325891,1,1,0,1.147265625,6246.781697990772,4.248644096830895,2461.293235583156,0.0,0.0,none
sys_0745,1,0,1,0,1.0,0.33585851640714515,6887196,1,1,0,0.9421875,5867.374877943466,4.4290330281562245,4074.463582310714,0.0,0.0,none
sys_0467,0,0,0,0,0.030870750185440988,0.45667999244411855,8182815,0,0,0,0.90703125,5683.381898152605,4.32495346816702,0.0,0.0,0.0,none
sys_1154,1,1,1,1,0.9977162885076555,1.0,8802552,3,1,1,0.928125,5528.025507341155,4.439571500035838,7155.825887971413,60.88247352269455,4.0163434098181945,low
sys_0054,0,1,0,0,0.008987583611978534,0.3286908952612144,1215176,2,0,1,1.1906249999999998,6094.874478618298,4.215253860270818,0.0,23.15049421500376,0.4610252723357418,none
sys_0325,0,1,0,1,0.030706747243853905,1.0,5388979,2,0,1,1.171875,6251.964649886315,4.074261760395489,0.0,3.0835791042017,3.0588495831086058,none
sys_0202,1,0,1,0,1.0,0.29802444510231024,1719566,1,1,0,0.94921875,5855.825986880258,4.1099700379606965,1927.25663058332,0.0,0.0,none
sys_1266,0,0,0,0,0.0,0.35565851340582794,1987266,0,0,0,0.9375,5402.183791213703,4.543807258416477,0.0,0.0,0.0,max
sys_0253,0,0,0,0,0.07728712356840042,0.30327586982247196,5333903,0,0,0,0.92578125,5393.530895729748,4.553459904689191,0.0,0.0,0.0,none
sys_1171,1,1,1,1,0.9923664839748627,0.6603245127876102,4726506,3,1,1,1.1906249999999998,6183.0242815462125,4.278479424220613,756.8809572831491,67.42818226028761,1.3778894656367948,low
sys_0732,1,1,1,1,1.0,0.9916937714317862,9771290,3,1,1,1.1859375,6464.888771416855,4.225703568765128,1231.3481468764066,52.1629395092228,3.676497089089618,none
sys_0802,1,1,1,0,1.0,0.4652902878469946,6513111,3,1,1,1.034765625,5827.179551351185,4.465104705759687,719.7815148107861,2.891710942067011,0.3203325266746987,none
sys_0840,0,0,0,0,0.049302124531784085,0.3145471545195089,7403299,0,0,0,1.156640625,6127.375158715998,4.352221510368559,0.0,0.0,0.0,none
sys_0818,1,0,1,1,1.0,0.6321327945167936,7978905,1,1,0,1.05703125,5932.701685912664,4.2121974513046325,4915.30168662037,0.0,0.0,none
sys_0451,0,0,0,0,0.0,0.14233573285429876,7707510,0,0,0,0.97734375,5691.057677959212,4.198747014903147,0.0,0.0,0.0,none
sys_1314,1,1,1,0,1.0,0.17424956394339877,9124212,3,1,1,1.0359375,5716.576530649358,4.461581651275196,887.5516053269452,7.260984561451799,0.8786074823930993,max
sys_1302,0,0,0,0,0.03031774326672137,0.33618499796306,6088405,0,0,0,1.14375,6302.173136597078,4.395329624536135,0.0,0.0,0.0,medium
sys_0721,0,0,0,0,0.00478956228956229,0.2966320402838499,4155849,0,0,0,0.978515625,5869.269480204639,4.328621854551083,0.0,0.0,0.0,none
sys_0941,1,1,1,1,1.0,0.5783131893225774,4271076,3,1,1,1.00078125,5865.685321016297,4.269038647095779,15072.434765088792,2.118259397998492,1.4057745341910168,none
sys_1414,0,0,0,1,0.46768171095060107,0.5784192870213116,5595826,0,0,0,1.1765625,6254.204647118874,4.257651165912179,0.0,0.0,0.0,low
sys_0908,0,1,0,1,0.22295578674748506,1.0,7407580,2,0,1,1.01015625,5846.122667347088,4.261205369778053,0.0,20.10262701631702,8.758055983464887,none
sys_1256,1,1,1,1,0.5095839753142236,1.0,8264226,3,1,1,0.922265625,5721.165480189336,4.423954663768171,1717.4208466519603,4.617498272118559,8.926642121257624,low
sys_0938,0,0,0,0,0.03426149985114376,0.3148401608663784,2346602,0,0,0,1.1906249999999998,6135.029719806975,4.413619508899944,0.0,0.0,0.0,none
sys_0593,0,1,0,1,0.028301007233582153,1.0,1462181,2,0,1,1.1859375,6375.543861083632,4.0739021707390215,0.0,2.298679816169696,4.657882930224112,none
sys_0151,1,1,1,0,1.0,0.3033440246321133,3455782,3,1,1,0.9375,4246.828294636011,3.4939982432804406,1298.2625705425646,2.7816640250172697,1.963407618231117,none
sys_1330,0,0,0,0,0.004242663367363607,0.22672616753743013,3829312,0,0,0,0.9515625,5820.00821863786,4.454845419568915,0.0,0.0,0.0,max
sys_0130,0,1,0,1,0.007184805897270833,0.8969495874413218,6877206,2,0,1,1.02890625,5774.030771818258,4.49196175045562,0.0,41.84264674968473,1.7256162043963048,none
sys_0884,1,1,1,1,1.0,0.6894916544949072,6290634,3,1,1,1.04765625,6214.303253072895,4.286951638170391,5738.533290128274,3.511813445312224,1.5052791456023276,none
sys_1005,0,0,0,1,0.46768171095060107,0.5784192870213116,7359024,0,0,0,1.10390625,6208.690590264817,4.413214656428997,0.0,0.0,0.0,low
sys_0431,0,1,0,1,0.24232766904747663,1.0,5936534,2,0,1,1.0921875,5589.947985104564,4.28647585850446,0.0,2.249026257603328,24.5641394979606,none
sys_1108,1,1,1,1,1.0,0.99446345323587,1305730,3,1,1,1.15546875,6210.077081455511,4.407215822533418,1139.0240155373683,12.971494937854915,2.0695526888379066,low
sys_0217,1,0,1,1,1.0,0.6794301683058596,6278685,1,1,0,0.9328125,5905.909025168886,4.384448348744923,7508.929905321077,0.0,0.0,none
sys_0328,0,1,0,1,0.08037745711643292,1.0,3749566,2,0,1,1.0734375,6038.6264832752,4.3390533318932105,0.0,2.840221897424641,3.809158875362116,none
sys_1367,0,1,0,0,0.035187713752954035,0.35946678988941644,5612764,2,0,1,0.9890625,5560.548937293081,4.521192009265125,0.0,6.9167017856248565,0.7127241222384898,low
sys_0247,1,0,1,1,0.9276981740345087,0.5855179225848248,4990494,1,1,0,1.147265625,6270.017613631042,4.273678734148263,612.9438408303613,0.0,0.0,none
sys_1028,1,0,1,1,0.8739735656000308,0.6693214659520721,6811374,1,1,0,1.1015625,5779.110290501443,4.490771023755894,587.6029179485869,0.0,0.0,low
sys_1458,0,0,0,1,0.46768171095060107,0.5784192870213116,6673532,0,0,0,1.156640625,6135.161943378361,4.317364758341367,0.0,0.0,0.0,high
sys_0176,1,0,1,0,1.0,0.27245424379237715,1871890,1,1,0,0.903515625,3988.730833527845,4.113453239386225,760.4888722177426,0.0,0.0,none
sys_0821,1,0,1,0,1.0,0.23957460162111818,9020585,1,1,0,1.06875,6148.371994547284,4.414908278012118,1076.6890355846754,0.0,0.0,none
sys_0582,1,1,1,1,1.0,0.5500159606353718,4425763,3,1,1,1.04296875,5844.390435471143,4.252207405991763,3123.480527903334,90.1386157900919,2.412830091377991,none
sys_0195,1,0,1,1,1.0,0.5683184590679679,1821451,1,1,0,0.9609375,4233.73121351484,3.882583996926401,3230.838053831308,0.0,0.0,none
sys_0240,0,0,0,0,0.16593099032206257,0.23411889662757593,5710608,0,0,0,0.903515625,5206.604607793942,4.572625054967767,0.0,0.0,0.0,none
sys_0341,1,0,1,1,1.0,0.5529836059657117,7761495,1,1,0,0.97265625,5975.800823822126,4.375697658569036,3895.3673886310753,0.0,0.0,none
sys_0134,0,1,0,1,0.09860661912528727,1.0,4406707,2,0,1,1.1765625,6266.7730430507645,4.273869096598517,0.0,61.75711088946385,13.593166182970805,none
sys_1297,1,0,0,0,0.14936718834879997,0.2865207343556401,9254295,1,1,0,1.1847656249999998,6349.363152763493,4.35265347729556,636.2103842526484,0.0,0.0,max
sys_0891,0,0,0,0,0.005565769540348195,0.4800663148984921,4446147,0,0,0,1.171875,6384.794083818283,4.352900228002508,0.0,0.0,0.0,none
sys_0041,0,1,0,1,0.17800302777926438,0.9708050293061666,2397120,2,0,1,1.18828125,6172.961752126451,4.363638840551183,0.0,3.032193955964734,2.012781327650748,none
sys_0928,1,0,1,0,1.0,0.19653519355689472,9940693,1,1,0,1.06875,4519.208292209231,3.6541552244983673,1237.934869048698,0.0,0.0,none
sys_0321,1,0,1,1,1.0,0.5803843145554304,1171377,1,1,0,0.984375,4321.448069955409,4.218922511152712,7066.256184557162,0.0,0.0,none
sys_0491,1,1,1,0,1.0,0.41917559019671313,6284208,3,1,1,1.044140625,4420.953601235638,4.302157260333037,15295.221062535336,8.189165160622832,1.59735003158953,none
sys_0749,1,1,1,1,1.0,0.5269296333431858,2931400,3,1,1,1.0125,4365.026634880914,3.5858396235081647,7547.06849803002,54.83726890579421,2.924060599918849,none
sys_0276,0,1,0,1,0.021006068178815403,1.0,5962210,2,0,1,0.92578125,5503.151622499551,4.500569864173884,0.0,27.50311373127841,2.0546637316655136,none
sys_1452,0,1,0,1,0.46768171095060107,0.5784192870213116,5328765,2,0,1,1.1847656249999998,6314.778209142915,4.403509050261252,0.0,4.897083051856995,0.96906402912465,max
sys_0499,1,1,1,1,0.9955293494089538,0.8398423052874431,6611741,3,1,1,1.10390625,6207.083479647148,4.414985774290907,1879.8626465373047,20.371156363303204,1.5744450268273362,none
sys_1377,1,1,1,0,1.0,0.14024563624809178,5523029,3,1,1,1.07109375,6056.713053603472,4.39913789543172,18480.49216891945,24.95198524352234,0.7062965673006748,medium
sys_1145,1,0,0,1,0.09475185529070743,0.5284996593449475,4071507,1,1,0,1.02421875,5851.894670200332,4.50153762573724,531.8800208230987,0.0,0.0,max
sys_0303,1,1,1,1,0.9965207739214311,0.790036178898434,1761887,3,1,1,1.10625,6117.038257421425,4.291038682021528,1595.4516583531415,31.23541281321606,2.4915433667265745,none
sys_1013,1,1,1,1,0.9544990097487949,1.0,2023326,3,1,1,0.92578125,5541.911795708594,4.475913790443966,2424.070039391903,3.666858676798277,3.320188920554016,max
sys_0996,1,0,1,0,0.9965319773856157,0.07558491032280251,4611807,1,1,0,0.9421875,5850.3928457875845,4.447666237569573,2915.320649030886,0.0,0.0,none
sys_0007,1,1,1,1,0.9928414183192596,0.9327778558085438,4096177,3,1,1,1.0359375,5678.339416102403,4.487582509444258,1230.9256339293752,14.763524039864825,2.382656126120965,none
sys_0357,1,1,1,0,1.0,0.13607691427985552,8794536,3,1,1,0.96796875,5691.869909392987,4.409356455558791,15461.62257126506,10.123904401314242,1.096880374519719,none
sys_0579,1,1,1,0,0.9982631874298541,0.36347526021351517,8580223,3,1,1,1.10390625,6097.001052217263,4.05867407140681,7564.254583027995,5.816606375323167,0.7811613153336392,none
sys_1482,1,0,0,1,0.46768171095060107,0.5784192870213116,1793537,1,1,0,1.0359375,5697.394335331579,4.475220161393064,1953.4190864319287,0.0,0.0,low
sys_1106,1,0,1,1,0.9988256497818251,0.9869810579363026,2181618,1,1,0,0.90703125,5512.049257338891,4.5173220893303805,5374.07685558199,0.0,0.0,medium
sys_0118,0,1,0,1,0.03380064151154628,1.0,1191883,2,0,1,1.1906249999999998,6164.42342918705,4.257188640173678,0.0,21.03759851842976,3.6624644892557794,none
sys_0155,0,1,0,1,0.023503742073449446,0.9284087730285485,8886392,2,0,1,1.09453125,5852.006777863771,4.28787283452436,0.0,52.809814900383046,2.328475082347223,none
sys_0355,0,0,0,0,0.008788955837434909,0.465660903468916,4158423,0,0,0,0.91875,5654.058229095735,4.463721297004525,0.0,0.0,0.0,none
sys_0471,0,0,0,0,0.05092052692516899,0.3264661291551786,4733446,0,0,0,1.0125,5797.379534029203,4.159631740621713,0.0,0.0,0.0,none
sys_0295,0,1,0,0,0.0,0.180146082271198,8302558,2,0,1,1.16953125,6349.68835777855,4.414675219671058,0.0,14.366373798570352,0.496130038421479,none
sys_1246,1,0,1,0,1.0,0.32383034892109724,8978716,1,1,0,1.147265625,6240.921791460675,4.400121198183789,2424.5070257728053,0.0,0.0,medium
sys_0120,1,1,1,0,1.0,0.0904537395557759,8631675,3,1,1,1.1859375,6497.611792846029,4.255338756318324,2324.9048588547416,61.1418315799205,0.9735749614953813,none
sys_1060,0,1,0,1,0.024308373315019425,1.0,2603056,2,0,1,1.1906249999999998,6064.061173302932,4.19322939955936,0.0,31.861467517254404,3.4052676232753267,low
sys_1049,0,0,0,0,0.027996884660044224,0.4696124306330288,2083815,0,0,0,0.9375,5621.4004632652495,4.383576738102812,0.0,0.0,0.0,max
sys_0184,0,1,0,1,0.026696295182567185,1.0,4459964,2,0,1,1.03125,6175.972700349963,4.347979982575198,0.0,91.71179799122504,4.871889984127983,none
sys_0712,1,0,1,0,1.0,0.11272090426746052,3006970,1,1,0,0.94453125,4213.955679963779,3.9609577381722665,1494.477114930163,0.0,0.0,none
sys_0691,0,1,0,1,0.009601745788194402,0.9278569327693195,3571471,2,0,1,1.053515625,6218.371355536255,4.301330056110211,0.0,3.757912497178733,1.4753658589301843,none
