sim_id,seed,label_has_gaps,label_has_flares,label_has_transit,star_mass,star_teff,flare_amplitude
sim_0094,4052997,1,1,0,1.053515625,6198.89029782434,849.5008764082295
sim_0095,4745014,1,1,1,1.194140625,6598.300716922777,11726.604255093687
sim_0096,5639601,1,1,1,0.9375,5459.237781659971,8858.582676562739
sim_0097,2668701,0,0,1,1.11328125,6095.892155143268,0.0
sim_0098,9880224,0,0,0,1.10859375,6236.184716312186,0.0
sim_0099,1973809,0,1,1,1.10859375,6236.985296521511,7327.786658675578
sim_0100,8263242,0,1,1,1.09453125,6214.192490599744,13022.077177239102
sim_0101,3675944,0,0,1,0.9328125,5889.52356899272,0.0
sim_0102,5003559,1,0,1,1.08046875,4258.302563674459,0.0
sim_0103,1809194,0,0,0,1.1847656249999998,6359.444029297636,0.0
sim_0104,5452372,0,1,0,1.156640625,4463.967769317366,1485.3679434744568
sim_0105,6316939,0,1,1,0.9890625,5571.839963064061,17066.077621360742
sim_0106,4018681,0,1,0,1.053515625,6099.457560254378,12720.892222125218
sim_0107,2897282,0,1,1,1.01015625,5859.385362344152,13501.29312844346
sim_0108,5720920,1,0,0,1.14375,6145.147879149708,0.0
sim_0109,9157124,0,1,1,1.02421875,5848.922665189024,673.548459292733
sim_0110,2765221,0,0,1,0.92109375,5693.268104040752,0.0
sim_0111,8619173,0,1,1,0.95625,5824.048021902167,7277.159344802841
sim_0112,4582708,1,0,0,1.11328125,6181.674023023106,0.0
sim_0113,1448598,0,0,0,1.0078125,5932.273957734644,0.0
sim_0114,5362774,0,0,0,1.10625,5990.837260172819,0.0
sim_0115,1004671,1,1,1,1.1859375,6444.25427790618,7091.014953907763
sim_0116,5458095,1,1,0,0.97734375,5589.576282231217,11586.14153296799
sim_0117,8078758,0,0,1,0.95859375,5784.68580841665,0.0
sim_0118,4997246,0,0,1,0.9328125,5743.03503032641,0.0
sim_0119,6058747,1,0,0,0.92109375,5712.936957263028,0.0
sim_0120,4478895,1,0,1,0.95859375,5721.615091887692,0.0
sim_0121,6315845,0,0,0,1.08046875,5903.440412591503,0.0
sim_0122,2253782,0,1,0,0.97734375,5657.175658522297,1488.9866985848705
sim_0123,5326431,0,0,0,1.166015625,5547.905900041076,0.0
sim_0124,3685121,0,0,0,1.0171875,5967.100562464712,0.0
sim_0125,6059692,1,0,1,1.021875,5895.1666408789615,0.0
sim_0126,6242243,0,1,1,1.06640625,5941.158222628582,12696.013329913862
sim_0127,9161388,1,1,0,1.16484375,4485.258865250616,6650.149807345216
sim_0128,8182992,1,1,1,1.1906249999999998,6159.030129520158,1927.2744635957524
sim_0129,2171253,0,1,0,1.1953125,5669.064707688801,848.029052807548
sim_0130,4025806,0,1,1,0.9328125,5926.435225893645,7687.589171909058
sim_0131,1002512,0,0,1,1.0359375,5764.510710073387,0.0
sim_0132,2030553,1,0,0,0.9421875,4298.194894809053,0.0
sim_0133,1364071,0,1,0,0.9187500000000001,5694.521804166485,727.5828284393765
sim_0134,3191025,1,1,1,1.1296875,6363.684355010898,877.4817560403194
sim_0135,4659809,0,1,0,1.1859375,6437.755511255612,4035.5677983787054
sim_0136,4492251,1,0,0,0.9070312500000001,5568.534276452134,0.0
sim_0137,1175198,1,1,1,1.1859375,6454.003897349817,5793.772295646382
sim_0138,4516782,0,0,0,0.92109375,5603.482003050793,0.0
sim_0139,4395453,0,1,0,1.1015625,4848.536728660314,1877.2666872563798
sim_0140,1397569,1,1,1,0.98671875,5878.572974442318,643.1592898632043
sim_0141,9959700,0,1,1,1.14375,6310.356277213105,3120.3143549124015
sim_0142,9124376,1,1,1,0.95859375,4288.038163426979,16908.05814411044
sim_0143,1668337,0,0,0,1.0453125,5963.37065929662,0.0
sim_0144,2215055,1,0,1,1.00078125,5866.975589188994,0.0
sim_0145,7613778,1,0,0,1.194140625,6385.891314793424,0.0
sim_0146,1609146,0,0,1,1.14140625,6111.697176254539,0.0
sim_0147,8667796,1,0,1,0.9070312500000001,5444.990211631024,0.0
sim_0148,4291148,0,0,0,0.9375,5492.740917019036,0.0
sim_0149,9157279,0,0,1,0.97265625,4487.868338030848,0.0
sim_0150,8330526,1,1,1,1.1906249999999998,6183.856757185213,2814.1452505115385
sim_0151,2012578,1,0,0,1.0171875,5974.016039784526,0.0
sim_0152,4786374,0,1,1,0.984375,4373.5635375166285,2077.2951147437416
sim_0153,6840553,1,1,1,0.92109375,5701.79952923165,1865.7067506497367
sim_0154,4861167,1,1,0,1.044140625,5773.180036711069,973.6375569521804
sim_0155,8429319,0,1,0,0.9890625,4911.719421658782,3825.265822064338
sim_0156,5750537,1,0,0,1.0125,5815.037214187283,0.0
sim_0157,9413097,0,1,1,0.9304687500000001,5866.411806839551,2249.151969808429
sim_0158,3633113,1,1,1,1.171875,6280.237107867744,890.0383598561575
sim_0159,7858953,1,1,1,1.0078125,5916.372294078922,1005.2154920592968
sim_0160,5229191,1,1,0,1.1847656249999998,6355.895185547655,6524.539976082834
sim_0161,9065337,1,0,0,1.02421875,5963.231489804212,0.0
sim_0162,4462660,1,1,1,0.978515625,5775.277957438566,856.1879515351101
sim_0163,3773785,0,1,1,1.02421875,5979.796141295833,1995.8227408975329
sim_0164,8216599,0,0,0,0.9515625,5897.81511916429,0.0
sim_0165,4877910,0,0,1,1.10859375,6206.221935058899,0.0
sim_0166,9343800,0,0,1,1.1203125,6188.516102246738,0.0
sim_0167,5133497,0,1,0,0.94453125,5763.149332769806,6273.681085891484
sim_0168,9246487,0,0,1,1.02890625,5795.177197855107,0.0
sim_0169,1572345,1,0,0,1.1296875,6221.990337475526,0.0
sim_0170,7334544,0,0,1,0.9187500000000001,5631.999899357712,0.0
sim_0171,3695343,0,1,0,1.08046875,4370.024368669023,2240.0252348863646
sim_0172,2430707,0,0,0,1.14375,6305.620384709772,0.0
sim_0173,6342049,1,0,0,0.922265625,5755.0400749076225,0.0
sim_0174,3839706,1,0,0,0.97265625,5284.266825819442,0.0
sim_0175,1647212,0,0,1,1.02890625,5866.680979749086,0.0
sim_0176,3095389,0,0,0,1.1906249999999998,6175.584911352523,0.0
sim_0177,6955662,1,0,0,0.98203125,5863.469483572353,0.0
sim_0178,7394535,1,1,1,0.94921875,5548.318857481288,7729.064817984821
sim_0179,8660906,1,0,1,1.1906249999999998,6169.089552447039,0.0
sim_0180,4174970,1,1,0,1.1847656249999998,6345.439788379331,3609.3642172703476
sim_0181,4253274,0,0,1,0.97265625,5844.90990814903,0.0
sim_0182,5689569,1,1,1,1.166015625,6152.854049496404,13014.165887606057
sim_0183,5265112,1,0,1,1.194140625,6503.158195155383,0.0
sim_0184,1931595,1,1,0,1.1953125,6522.917686893422,1332.6719719514826
sim_0185,9294090,1,0,1,0.94921875,5095.549345198547,0.0
sim_0186,5511667,1,0,1,1.003125,5924.490232354789,0.0
sim_0187,3663200,1,1,0,1.18359375,6595.7084193518485,6873.611974545761
sim_0188,5922590,1,1,0,0.96796875,5638.20191306768,3171.3867767777656
sim_0189,8195176,1,1,1,1.18359375,6461.953103797836,3203.823044095477
sim_0190,8446511,0,1,0,1.06171875,6109.824033779368,10154.783286929536
sim_0191,3973190,1,1,1,1.1015625,5923.440688884778,582.0843722072755
sim_0192,6223448,0,0,1,0.95859375,5704.931084467585,0.0
sim_0193,2036329,0,1,0,1.1296875,6243.350135355182,1769.5500678844924
sim_0194,4846375,0,1,0,1.18359375,6577.238275752284,651.1045203396219
sim_0195,4314392,1,0,1,1.06640625,6010.108185139338,0.0
sim_0196,8285751,1,1,1,1.0171875,6069.784119752917,14793.443273454497
sim_0197,4072611,0,1,0,0.96796875,5537.796896892685,4258.139340320191
sim_0198,1234154,1,1,0,1.1765625,6225.46451803505,1050.430742029029
sim_0199,4488003,0,1,1,1.03125,6150.297362945579,6345.0862007466585
sim_0200,4898318,1,0,0,1.134375,4506.206054601731,0.0
sim_0201,3109821,1,0,0,0.9890625,5743.948226655757,0.0
sim_0202,7019789,0,0,0,0.9328125,5720.3488037900615,0.0
sim_0203,3891734,0,1,0,0.997265625,5897.366474303495,2921.013459268328
sim_0204,8010556,1,1,0,0.978515625,5742.387357970536,811.026948176342
sim_0205,9634984,1,0,0,0.94453125,5750.517241577156,0.0
sim_0206,9266086,1,1,0,1.1015625,5899.403047059322,2981.4466694630296
sim_0207,9681998,0,1,1,1.1015625,5918.222918658157,19471.64004020145
sim_0208,3816016,0,0,0,1.194140625,6610.532825417865,0.0
sim_0209,7554743,1,1,0,1.1203125,6301.548403841263,3836.874156648055
sim_0210,6643360,0,1,1,1.18828125,6137.527137807495,1079.3559370941887
sim_0211,6326650,1,1,0,0.90234375,5506.936906377868,12322.681735012704
sim_0212,6545166,0,0,1,1.06640625,5965.723083796531,0.0
sim_0213,7518826,1,1,1,0.9375,5524.920233220649,11653.03897863438
sim_0214,6407978,0,0,1,1.16015625,5754.062338818122,0.0
sim_0215,6155829,0,0,0,1.156640625,6128.217395176772,0.0
sim_0216,2439183,1,1,1,1.0640625,6253.933205361514,5388.222740180631
sim_0217,9653573,0,1,0,0.98671875,5733.759886335438,1021.4082713729819
sim_0218,8443210,1,0,0,0.94921875,5953.083062940691,0.0
sim_0219,2945137,1,1,1,1.18359375,6574.237004758274,4892.756865673915
sim_0220,1980700,1,1,0,1.109765625,6339.873586378069,18736.806877101935
sim_0221,1360734,1,0,1,1.1953125,6409.408032116276,0.0
sim_0222,3342544,0,1,0,0.92109375,5793.761704299966,4128.554069208393
sim_0223,7056906,1,1,1,0.90234375,5701.919426688286,1520.5051296157965
sim_0224,1141623,0,0,0,1.02890625,5895.315109931049,0.0
sim_0225,1325133,1,1,1,1.147265625,6276.954817220273,582.8025925833208
sim_0226,5551016,1,0,0,1.194140625,6547.335502552329,0.0
sim_0227,9741827,1,0,0,1.08046875,5872.758675326285,0.0
sim_0228,3354908,0,0,1,1.1953125,6429.100442898785,0.0
sim_0229,9993832,1,0,0,0.95625,5837.281533971331,0.0
sim_0230,2560276,0,1,0,1.1203125,6246.084352884678,8437.112558170005
sim_0231,3944227,1,1,0,1.1953125,6490.664971124038,19272.82676852504
sim_0232,6714004,1,1,0,1.0125,5742.247321977495,12752.42428529189
sim_0233,8145551,1,0,1,0.922265625,5523.379027726029,0.0
sim_0234,3001157,0,0,0,1.03125,6145.654416108709,0.0
sim_0235,5005196,0,0,1,1.1859375,6468.925795098159,0.0
sim_0236,8200908,1,0,1,1.01015625,5841.789711014566,0.0
sim_0237,4334327,0,1,0,0.92109375,5798.113731528177,2050.8743040690715
sim_0238,6161283,1,0,0,1.1296875,4584.952408544073,0.0
sim_0239,1241930,0,1,1,0.9609375,4160.5600430902805,5376.554450299466
sim_0240,6959074,0,1,0,0.9890625,5585.124886881542,7662.747641378604
sim_0241,5894144,0,0,1,1.04765625,6181.819556872367,0.0
sim_0242,9060948,1,1,1,0.97265625,5872.948798323927,9719.732456415082
sim_0243,7143955,0,1,0,0.9421875,5768.12260450404,1080.1074370034814
sim_0244,8688733,1,0,1,1.1847656249999998,6295.547982355976,0.0
sim_0245,6681773,1,0,1,1.1847656249999998,6358.356554276222,0.0
sim_0246,2484896,1,1,1,1.17421875,6254.982875483694,791.0694663549575
sim_0247,4521226,1,1,0,1.1765625,6239.790622042788,1275.076532703942
sim_0248,7952099,0,1,1,1.14375,4557.842334064751,11358.784105165743
sim_0249,5325288,0,1,0,1.09453125,6261.530833039302,1982.481027935815
sim_0250,3344002,1,0,0,1.0546875,6015.244126939769,0.0
sim_0251,2840958,1,0,1,0.984375,5877.286763010296,0.0
sim_0252,1711057,0,0,0,0.96796875,5724.579355060344,0.0
sim_0253,4415560,1,1,0,1.00078125,5798.779527484077,11569.888708042245
sim_0254,4272802,1,0,0,1.096875,6381.710185056512,0.0
sim_0255,9860608,1,0,1,0.92578125,5504.713684030622,0.0
sim_0256,9587551,1,0,1,1.1847656249999998,6308.160019984897,0.0
sim_0257,6430317,1,0,0,1.08984375,5955.276737751054,0.0
sim_0258,5965435,0,0,0,1.1765625,6232.502685662118,0.0
sim_0259,9161902,1,0,1,1.1906249999999998,6185.580318090396,0.0
sim_0260,6029824,1,0,1,1.1765625,6164.9316727478545,0.0
sim_0261,3074932,1,1,0,1.171875,6389.444087805884,935.6365174443482
sim_0262,3985026,1,1,1,1.14375,6290.7659773132245,1800.989910776786
sim_0263,1466331,1,1,0,0.99609375,4352.849822501878,6624.474219661414
sim_0264,5473451,1,0,0,1.10390625,6219.178726869839,0.0
sim_0265,1561315,0,1,0,1.10625,6062.668028011524,18507.59777778606
sim_0266,7050677,1,0,1,0.90234375,5475.6637386222865,0.0
sim_0267,4897118,0,0,0,0.922265625,4250.643239139948,0.0
sim_0268,8766087,1,0,0,0.984375,5416.42744374745,0.0
sim_0269,1798151,1,0,0,1.08046875,5910.278577832901,0.0
sim_0270,5632431,0,0,1,0.96796875,4787.575653677602,0.0
sim_0271,8484527,0,0,0,0.97734375,5532.928931079659,0.0
sim_0272,8336381,1,0,0,1.14140625,6127.239873919577,0.0
sim_0273,1367957,1,0,1,1.17421875,6141.451566679714,0.0
sim_0274,9450216,1,0,0,1.147265625,6092.7732178028555,0.0
sim_0275,1973312,1,0,1,0.922265625,4297.208589864373,0.0
sim_0276,9957760,0,1,1,1.096875,6359.173664288505,4145.5579127328865
sim_0277,1414069,0,0,0,1.1953125,6440.476321579512,0.0
sim_0278,6411662,0,0,0,0.978515625,5818.593748204389,0.0
sim_0279,2112046,0,0,1,0.9304687500000001,5852.759691824882,0.0
sim_0280,5651384,1,0,0,1.096875,6382.768910679674,0.0
sim_0281,7987500,0,1,1,1.10390625,6233.826071300353,4670.991534704232
sim_0282,5919836,0,0,0,0.9304687500000001,5800.739278961773,0.0
sim_0283,9580623,1,0,1,1.053515625,6176.806862468884,0.0
sim_0284,4318972,0,1,1,1.081640625,4460.338936125855,8279.024983333207
sim_0285,4169678,0,1,0,1.10625,6070.730300318903,3084.969910395826
sim_0286,9484798,0,1,0,0.94921875,5965.525650833031,15683.009699515096
sim_0287,4033953,1,1,0,1.14140625,6147.989435721864,6395.494358148929
sim_0288,4415919,1,0,0,1.147265625,6237.184549652344,0.0
sim_0289,2497391,0,0,1,1.147265625,6227.855584523835,0.0
sim_0290,7674643,0,1,0,1.091015625,4449.490352334209,2912.2654215638568
sim_0291,7181649,0,0,1,1.1859375,6422.7894162142375,0.0
sim_0292,7666513,1,0,0,1.166015625,6154.364281619452,0.0
sim_0293,4766350,1,1,1,0.94921875,5790.928950941222,10195.513830489745
sim_0294,3307069,1,0,0,1.09453125,6262.1665954548735,0.0
sim_0295,5852867,1,0,0,1.08046875,5836.794349798819,0.0
sim_0296,6251225,1,1,0,1.1484375,4451.871651695571,4422.190987582402
sim_0297,1535315,0,0,1,1.11328125,6119.418424287162,0.0
sim_0298,9727216,0,1,1,1.02890625,5304.103210100607,1718.4851199706418
sim_0299,4145124,1,1,1,1.02421875,5982.866633608144,830.6596446164856
sim_0300,2042332,1,0,0,1.166015625,6141.39294232442,0.0
sim_0301,6244573,0,1,1,1.16015625,6174.41840828137,10646.61576293193
sim_0302,1368696,0,1,1,1.0734375,5999.149798703896,601.5395682369578
sim_0303,4185608,0,0,0,1.18828125,6126.975829617691,0.0
sim_0304,3969886,1,1,0,1.11328125,6186.241833460159,11878.573862540092
sim_0305,9088575,1,0,1,0.92109375,5691.930794136696,0.0
sim_0306,7263390,1,1,1,1.147265625,6265.134231736674,9999.70093036588
sim_0307,2793371,0,1,1,1.096875,6351.808753221662,6878.899022498985
sim_0308,3520791,0,1,1,1.1953125,6497.629733946014,9115.019540536647
sim_0309,8607895,0,0,0,1.194140625,6563.750262538041,0.0
sim_0310,3470134,0,1,1,1.171875,6281.888744695423,6683.583926462704
sim_0311,9450689,1,1,1,1.06875,6179.41800522424,2798.400505116172
sim_0312,6796797,1,1,0,0.96796875,5664.586520555578,2427.081018603515
sim_0313,2504223,0,0,0,1.1859375,6442.045737753666,0.0
sim_0314,1381657,0,1,0,1.03125,6169.5425495042,14012.122672368649
sim_0315,7587269,1,0,0,1.0453125,5732.9813617862865,0.0
sim_0316,4944160,0,1,0,0.97734375,5684.756325749495,2190.7208809844396
sim_0317,2228558,1,0,1,1.10625,6092.483556493061,0.0
sim_0318,7448462,0,0,1,1.10625,6112.326854137835,0.0
sim_0319,4604436,1,0,0,1.1906249999999998,6155.4443449245155,0.0
sim_0320,6053871,1,1,0,1.003125,4340.702554109651,1377.1851864138453
sim_0321,8033313,0,0,0,1.03125,6158.514853818658,0.0
sim_0322,8084789,0,0,1,1.13671875,4596.22493174618,0.0
sim_0323,8807015,1,0,0,0.94921875,5952.924511355573,0.0
sim_0324,3633811,0,0,0,1.05703125,5957.352831610142,0.0
sim_0325,3806948,0,0,1,0.9421875,5709.141867139009,0.0
sim_0326,6891766,0,1,1,1.156640625,6110.860033511166,3838.7217062361538
sim_0327,6574248,0,0,1,1.0125,5770.720041589533,0.0
sim_0328,4120863,0,0,0,1.1765625,6230.801495881148,0.0
sim_0329,5963005,1,1,1,1.1765625,6090.560272157806,3559.2606200401415
sim_0330,6108409,1,0,1,0.9890625,5743.189422623598,0.0
sim_0331,8802666,0,0,0,0.9421875,5817.273011044466,0.0
sim_0332,9268197,1,1,1,1.10625,6008.079523481504,675.8758282713944
sim_0333,3677899,1,0,0,1.06875,6164.079081116316,0.0
sim_0334,4547707,0,0,1,0.928125,5592.1733252970425,0.0
sim_0335,6456371,0,0,0,0.9046875,5553.378428149062,0.0
sim_0336,3082299,0,0,0,1.08046875,5851.366051590999,0.0
sim_0337,8670237,1,0,1,0.9046875,5529.106044057921,0.0
sim_0338,4417497,0,0,0,1.10859375,6239.009322804531,0.0
sim_0339,3678009,1,1,1,1.1765625,6231.311938701586,2403.6601741885543
sim_0340,3747104,1,1,0,1.1765625,6261.1776324792945,715.7508495299953
sim_0341,5988417,1,1,0,0.92109375,5619.165948006414,1788.541280654756
sim_0342,2885782,1,1,1,1.16015625,6254.758912200864,12706.171487567703
sim_0343,8097775,0,1,1,1.147265625,4432.526632883003,594.2732913116869
sim_0344,6340855,1,0,1,1.16015625,6252.904065126793,0.0
sim_0345,7696304,0,1,1,0.978515625,5739.509769143339,707.9474653043808
sim_0346,1916159,0,1,1,0.97734375,5719.989654015359,5158.861729794771
sim_0347,2503283,0,0,0,1.091015625,6055.020010752843,0.0
sim_0348,9029949,1,1,0,0.9328125,5786.958865922312,8342.077543997735
sim_0349,2871305,1,0,0,1.01015625,5848.566855163619,0.0
sim_0350,6458801,1,0,0,1.11328125,6173.172372324478,0.0
sim_0351,8946936,0,0,1,0.9515625,5826.8897601808685,0.0
sim_0352,9609559,0,0,0,1.0453125,6085.076138440634,0.0
sim_0353,9219887,0,0,1,1.1906249999999998,6174.466856787758,0.0
sim_0354,7479708,1,1,1,1.02421875,5939.308251819087,3505.0827245412693
sim_0355,3611131,1,1,1,0.9515625,5833.022575109765,9023.097688235755
sim_0356,9442265,1,0,1,1.1765625,6245.359259555227,0.0
sim_0357,1094441,1,1,0,1.1859375,6447.258010438689,3325.4717994102875
sim_0358,9614948,0,1,0,0.997265625,5840.248182094732,5809.339530298443
sim_0359,1889592,0,1,0,0.9890625,4231.647497047266,7429.713777933144
sim_0360,2008653,0,1,1,1.01015625,5838.0541034977405,945.8189119785467
sim_0361,6699326,0,1,0,1.1765625,6260.963468714379,1929.293179204055
sim_0362,9172409,1,1,1,1.0453125,6053.2763126784,754.6152769291073
sim_0363,4006484,0,0,1,0.922265625,5565.252603479468,0.0
sim_0364,8038607,0,0,1,0.997265625,5809.151320737471,0.0
sim_0365,3570879,1,1,1,1.17421875,6219.430743153408,1553.381563407912
sim_0366,9018978,1,0,1,1.171875,4576.059788643878,0.0
sim_0367,1151628,0,0,1,0.92109375,5668.874882568045,0.0
sim_0368,3145128,0,0,0,1.021875,5921.350318520378,0.0
sim_0369,2982563,1,1,0,1.1847656249999998,6360.925368026555,6959.065669811904
sim_0370,8994557,0,0,1,1.1015625,5819.503693272023,0.0
sim_0371,6252224,0,0,0,1.081640625,6117.225946920404,0.0
sim_0372,5929942,1,1,0,1.147265625,4472.889588355225,6142.861272460092
sim_0373,7308627,1,1,1,0.9515625,4259.754854852017,2414.4595098117097
sim_0374,2859948,0,1,1,1.00078125,5875.655478802539,1956.9699898909266
sim_0375,9789394,0,0,1,0.9046875,5564.567851161826,0.0
sim_0376,8313336,0,0,0,1.02890625,5869.379750887481,0.0
sim_0377,5251297,0,0,1,1.14140625,6145.46984719796,0.0
sim_0378,5789560,0,0,1,1.10859375,6192.5333980965515,0.0
sim_0379,1269041,0,0,0,1.147265625,6223.733540058554,0.0
sim_0380,2094435,1,1,0,1.156640625,4455.569532232179,805.7214258300119
sim_0381,9719206,1,1,0,1.044140625,5825.104191653597,1360.2154255284888
sim_0382,1207779,1,0,1,1.18359375,6563.662692641278,0.0
sim_0383,5956802,1,0,0,1.1859375,6491.964254380141,0.0
